Timestamp,RiderName,ID,Vehicle,Time,ReactionTime,Status,Mode
18:49:32,おりおり,00001,cbr250rr,1.877,,OK,NORMAL
19:02:06,おりおり,00001,cbr250rr,5.631,,OK,NORMAL
19:02:31,おりおり,00001,cbr250rr,6.369,1.008,OK,SIGNAL
20:11:13,ごりごり,00002,mt07,10.599,,OK,NORMAL
20:12:35,ごりごり,00002,mt07,5.780,,OK,NORMAL
20:13:36,ごりごり,00002,mt07,9.442,1.092,OK,SIGNAL
